id,label,heuristicLabel,processType,stepCount,communities,entryPointId,terminalId
"proc_151_carouselprevious","CarouselPrevious → Cn","CarouselPrevious → Cn","cross_community",3,"['comm_90','comm_86','comm_78']","Function:frontend/components/ui/carousel.tsx:CarouselPrevious","Function:frontend/lib/utils.ts:cn"
"proc_152_carouselnext","CarouselNext → Cn","CarouselNext → Cn","cross_community",3,"['comm_90','comm_86','comm_78']","Function:frontend/components/ui/carousel.tsx:CarouselNext","Function:frontend/lib/utils.ts:cn"
"proc_153_drawercontent","DrawerContent → Cn","DrawerContent → Cn","intra_community",3,"['comm_78']","Function:frontend/components/ui/drawer.tsx:DrawerContent","Function:frontend/lib/utils.ts:cn"
"proc_154_formlabel","FormLabel → Cn","FormLabel → Cn","cross_community",3,"['comm_94','comm_75','comm_78']","Function:frontend/components/ui/form.tsx:FormLabel","Function:frontend/lib/utils.ts:cn"
"proc_155_sidebarmenubutton","SidebarMenuButton → TooltipProvider","SidebarMenuButton → TooltipProvider","intra_community",3,"['comm_88']","Function:frontend/components/ui/sidebar.tsx:SidebarMenuButton","Function:frontend/components/ui/tooltip.tsx:TooltipProvider"
"proc_156_denoise_page_task","Denoise_page_task → Download","Denoise_page_task → Download","cross_community",3,"['comm_3','comm_18']","Function:backend/app/workers/denoise_task.py:denoise_page_task","Method:backend/app/storage/base.py:Storage.download#1"
"proc_157_denoise_page_task","Denoise_page_task → Upload_image","Denoise_page_task → Upload_image","intra_community",3,"['comm_3']","Function:backend/app/workers/denoise_task.py:denoise_page_task","Method:backend/app/storage/base.py:Storage.upload_image#3"
"proc_158_denoise_page_task","Denoise_page_task → Get_storage","Denoise_page_task → Get_storage","cross_community",3,"['comm_3','comm_20']","Function:backend/app/workers/denoise_task.py:denoise_page_task","Function:backend/app/storage/__init__.py:get_storage"
"proc_159_llm_correct_page_tas","Llm_correct_page_task → _resolve_provider","Llm_correct_page_task → _resolve_provider","intra_community",3,"['comm_4']","Function:backend/app/workers/llm_correction_task.py:llm_correct_page_task","Function:backend/app/services/llm_correction_service.py:_resolve_provider"
"proc_160_llm_correct_page_tas","Llm_correct_page_task → Get_model_name","Llm_correct_page_task → Get_model_name","intra_community",3,"['comm_4']","Function:backend/app/workers/llm_correction_task.py:llm_correct_page_task","Function:backend/app/ai/llm/chains/ocr_correction_chain.py:get_model_name"
"proc_161_llm_correct_page_tas","Llm_correct_page_task → Detect_chunks","Llm_correct_page_task → Detect_chunks","intra_community",3,"['comm_4']","Function:backend/app/workers/llm_correction_task.py:llm_correct_page_task","Function:backend/app/services/suspicious_detector_service.py:detect_chunks"
"proc_162_ocr_page_task","Ocr_page_task → Download","Ocr_page_task → Download","cross_community",3,"['comm_8','comm_18']","Function:backend/app/workers/ocr_task.py:ocr_page_task","Method:backend/app/storage/base.py:Storage.download#1"
"proc_163_ocr_page_task","Ocr_page_task → Extract_document_layout","Ocr_page_task → Extract_document_layout","intra_community",3,"['comm_8']","Function:backend/app/workers/ocr_task.py:ocr_page_task","Method:backend/app/ai/ocr/base.py:OCRService.extract_document_layout#1"
"proc_164_ocr_page_task","Ocr_page_task → Get_storage","Ocr_page_task → Get_storage","cross_community",3,"['comm_8','comm_20']","Function:backend/app/workers/ocr_task.py:ocr_page_task","Function:backend/app/storage/__init__.py:get_storage"
"proc_165_ocr_page_task","Ocr_page_task → Get_ocr_service","Ocr_page_task → Get_ocr_service","intra_community",3,"['comm_8']","Function:backend/app/workers/ocr_task.py:ocr_page_task","Function:backend/app/ai/ocr/base.py:get_ocr_service"
"proc_166_correctionreviewedit","CorrectionReviewEditor → Cn","CorrectionReviewEditor → Cn","cross_community",3,"['comm_80','comm_86','comm_78']","Function:frontend/components/editor/correction-review-editor.tsx:CorrectionReviewEditor","Function:frontend/lib/utils.ts:cn"
"proc_167_texteditorwithsugges","TextEditorWithSuggestions → Cn","TextEditorWithSuggestions → Cn","cross_community",3,"['comm_86','comm_78']","Function:frontend/components/editor/text-editor.tsx:TextEditorWithSuggestions","Function:frontend/lib/utils.ts:cn"
"proc_168_cta","CTA → Cn","CTA → Cn","cross_community",3,"['comm_84','comm_78']","Function:frontend/components/landing/cta.tsx:CTA","Function:frontend/lib/utils.ts:cn"
"proc_169_buttongroupseparator","ButtonGroupSeparator → Cn","ButtonGroupSeparator → Cn","cross_community",3,"['comm_89','comm_78']","Function:frontend/components/ui/button-group.tsx:ButtonGroupSeparator","Function:frontend/lib/utils.ts:cn"
"proc_170_calendardaybutton","CalendarDayButton → Cn","CalendarDayButton → Cn","cross_community",3,"['comm_86','comm_78']","Function:frontend/components/ui/calendar.tsx:CalendarDayButton","Function:frontend/lib/utils.ts:cn"
"proc_171_fieldlabel","FieldLabel → Cn","FieldLabel → Cn","cross_community",3,"['comm_75','comm_78']","Function:frontend/components/ui/field.tsx:FieldLabel","Function:frontend/lib/utils.ts:cn"
"proc_172_fieldseparator","FieldSeparator → Cn","FieldSeparator → Cn","cross_community",3,"['comm_89','comm_78']","Function:frontend/components/ui/field.tsx:FieldSeparator","Function:frontend/lib/utils.ts:cn"
"proc_173_inputgroupbutton","InputGroupButton → Cn","InputGroupButton → Cn","cross_community",3,"['comm_86','comm_78']","Function:frontend/components/ui/input-group.tsx:InputGroupButton","Function:frontend/lib/utils.ts:cn"
"proc_174_inputgroupinput","InputGroupInput → Cn","InputGroupInput → Cn","cross_community",3,"['comm_75','comm_78']","Function:frontend/components/ui/input-group.tsx:InputGroupInput","Function:frontend/lib/utils.ts:cn"
"proc_175_inputgrouptextarea","InputGroupTextarea → Cn","InputGroupTextarea → Cn","intra_community",3,"['comm_78']","Function:frontend/components/ui/input-group.tsx:InputGroupTextarea","Function:frontend/lib/utils.ts:cn"
"proc_176_itemseparator","ItemSeparator → Cn","ItemSeparator → Cn","cross_community",3,"['comm_89','comm_78']","Function:frontend/components/ui/item.tsx:ItemSeparator","Function:frontend/lib/utils.ts:cn"
"proc_177_navigationmenu","NavigationMenu → Cn","NavigationMenu → Cn","intra_community",3,"['comm_78']","Function:frontend/components/ui/navigation-menu.tsx:NavigationMenu","Function:frontend/lib/utils.ts:cn"
"proc_178_paginationprevious","PaginationPrevious → Cn","PaginationPrevious → Cn","intra_community",3,"['comm_78']","Function:frontend/components/ui/pagination.tsx:PaginationPrevious","Function:frontend/lib/utils.ts:cn"
"proc_179_paginationnext","PaginationNext → Cn","PaginationNext → Cn","intra_community",3,"['comm_78']","Function:frontend/components/ui/pagination.tsx:PaginationNext","Function:frontend/lib/utils.ts:cn"
"proc_180_scrollarea","ScrollArea → Cn","ScrollArea → Cn","intra_community",3,"['comm_78']","Function:frontend/components/ui/scroll-area.tsx:ScrollArea","Function:frontend/lib/utils.ts:cn"
"proc_181_sidebarinput","SidebarInput → Cn","SidebarInput → Cn","cross_community",3,"['comm_75','comm_78']","Function:frontend/components/ui/sidebar.tsx:SidebarInput","Function:frontend/lib/utils.ts:cn"
"proc_182_sidebarmenuskeleton","SidebarMenuSkeleton → Cn","SidebarMenuSkeleton → Cn","intra_community",3,"['comm_78']","Function:frontend/components/ui/sidebar.tsx:SidebarMenuSkeleton","Function:frontend/lib/utils.ts:cn"
"proc_183_dialogcontent","DialogContent → Cn","DialogContent → Cn","cross_community",3,"['comm_93','comm_78']","Function:frontend/components/ui/dialog.tsx:DialogContent","Function:frontend/lib/utils.ts:cn"
"proc_184_handlekeydown","HandleKeyDown → SetOpen","HandleKeyDown → SetOpen","intra_community",3,"['comm_86']","Function:frontend/components/ui/sidebar.tsx:handleKeyDown","Function:frontend/components/ui/sidebar.tsx:setOpen"
